鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
湖口鄉,建物,新竹縣湖口鄉榮光一路151~180號,0.0,,鄉村區,乙種建築用地,1090723,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040821,20.27,1,0,1,有,有,有,5000,247,,0.0,0,此為分租套房，房號203，第二層共分成3間，陽台總面積占9分之1，一間平均面積約20.27平方公尺,RPSOMLOLPHPFFDJ17CC
竹北市,建物,新竹縣竹北市科大一路91~120號,0.0,住,,,1090704,土地0建物1車位2,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000322,249.71,4,2,2,有,有,有,35000,140,坡道平面,0.0,0,含管理費、稅金或水電等費用。;,RPUPMLLMPHPFFBJ07CC
