編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLRLPHPFFAV68CC,46,26.53,住家用,見其他登記事項,63年2月30日,二層,
RPSNMLNLPHPFFAV87CC,39,200.66,住家用,鋼筋混凝土造,70年7月7日,三層,
