鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
前鎮區,建物,高雄市前鎮區中華五路969巷2弄1~30號,0.0,住,,,1090706,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830809,138.01999999999998,3,2,2,有,有,無,10000,72,,0.0,0,,RPSNMLRLPHPFFCE76CC
前鎮區,房地(土地+建物),高雄市前鎮區中華五路1441~1470號,10.32,其他,,,1090724,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940330,109.21000000000001,2,2,2,有,有,有,20000,183,,0.0,0,,RPUNMLRLPHPFFCE96CC
前鎮區,建物,高雄市前鎮區衙梅三街1~30號,0.0,住,,,1090726,土地0建物0車位0,全,3,透天厝,,鋼筋混凝土造,0651122,29.35,1,0,1,有,無,有,6000,204,,0.0,0,本案為共隔19間分租套房，本次僅出租此間為29.35平方公尺,RPVNMLRLPHPFFCE07CC
小港區,房地(土地+建物),高雄市小港區平和七路61~90號,21.67,住,,,1090707,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0711228,128.27,3,2,2,有,有,無,10000,78,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;,RPWNMLRLPHPFFCE17CC
前鎮區,房地(土地+建物),高雄市前鎮區廣西路211~240號,14.37,住,,,1090717,土地1建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,97.94,2,2,1,有,有,有,26000,265,,0.0,0,,RPPOMLSLPHPFFCE66CC
前鎮區,建物,高雄市前鎮區民權二路361~390號,0.0,住,,,1090714,土地0建物1車位0,七層,24,倉庫,商業用,鋼筋混凝土造,0800327,226.33999999999997,0,1,2,有,有,有,24150,,,0.0,0,房屋用途做倉儲堆放物品使用。,RPWOMLSLPHPFFCE37CC
鼓山區,房地(土地+建物),高雄市鼓山區鼓山三路50巷31~60號,40.6,住,,,1090715,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0660413,86.03,3,2,2,有,無,有,10000,116,,0.0,0,,RPXPMLSLPHPFFAE37CC
苓雅區,建物,高雄市苓雅區永定街31~60號,0.0,住,,,1090710,土地0建物1車位2,見其他登記事項,24,店面(店鋪),見其他登記事項,鋼筋混凝土造,0981109,396.19,0,2,2,有,有,無,98000,247,坡道平面,44.22,0,租金含管理費。租期內含免租裝潢期。,RPQOMLSLPHPFFBE66CC
苓雅區,建物,高雄市苓雅區苓中路151~180號,0.0,商,,,1090710,土地0建物1車位0,九層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830615,55.78,2,2,1,有,有,有,10000,179,,0.0,0,,RPROMLSLPHPFFBE76CC
苓雅區,建物,高雄市苓雅區忠孝二路84巷1~30號,0.0,其他,,,1090712,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0540803,71.24,4,3,3,有,無,有,22000,309,,0.0,0,含增建或未登記建物。;,RPOPMLSLPHPFFBE56CC
苓雅區,房地(土地+建物),高雄市苓雅區江都街61~90號,65.75,住,,,1090714,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,0580516,131.87,0,0,0,無,無,有,35000,265,,0.0,0,,RPXPMLSLPHPFFBE47CC
苓雅區,房地(土地+建物),高雄市苓雅區昇平街151~180號,55.0,住,,,1090727,土地1建物1車位0,全,2,透天厝,,加強磚造,0550726,100.76,3,1,4,有,無,有,24974,248,,0.0,0,,RPQQMLSLPHPFFBE86CC
燕巢區,建物,高雄市燕巢區橫山路91~120號,0.0,,特定農業區,甲種建築用地,1090727,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070820,29.62,1,0,1,有,無,有,5800,196,,0.0,0,面馬路採光好,RPTOMLSLPHPFFFE37CC
仁武區,土地,澄清段91~120地號,359.03,住,,,1090708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,43500,121,,0.0,0,含增建或未登記建物。;承租未保存登記建物約85坪,RPSOMLSLPHPFFIE57CC
仁武區,房地(土地+建物),高雄市仁武區八德東路181~210號,25.51,商,,,1090721,土地1建物1車位0,見其他登記事項,15,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0920929,133.26,0,0,0,無,無,有,27000,203,,0.0,0,,RPTOMLSLPHPFFIE67CC
仁武區,土地,文武段91~120地號,214.6,住,,,1090708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,25000,116,,0.0,0,含增建或未登記建物。;,RPUOMLSLPHPFFIE77CC
大社區,土地,圳觀段181~210地號,396.69,農,,,1090707,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,88,,0.0,0,含增建或未登記建物。;,RPVOMLSLPHPFFIE87CC
左營區,建物,高雄市左營區榮德街421~450號,0.0,住,,,1090714,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960808,78.86,2,2,1,有,有,有,14000,178,,0.0,0,租金含管理費。,RPRQMLSLPHPFFEE27CC
左營區,建物,高雄市左營區自由三路475巷2弄1~30號,103.47,住,,,1090710,土地0建物1車位0,全,5,透天厝,見使用執照,鋼筋混凝土造,0851125,204.72,7,3,3,有,無,無,23000,112,,0.0,0,,RPVRMLSLPHPFFEE77CC
大寮區,土地,赤崁段潮州寮小段5251~5280地號,661.15,農,,,1090703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,61,,0.0,0,含增建或未登記建物。;實際承租地坪約200坪,未保存登記建物約150坪,RPXNMLSLPHPFFLE28CC
仁武區,房地(土地+建物),高雄市仁武區高楠里3鄰霞海路331~360號,113.36,住,,,1090728,土地1建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1061030,48.34,0,0,0,無,無,有,15000,310,,0.0,0,,RPWNMLSLPHPFFIE97DC
仁武區,房地(土地+建物),高雄市仁武區高楠里3鄰霞海路331~360號,113.36,住,,,1090728,土地1建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1061030,145.23,4,0,4,有,無,有,18000,124,,0.0,0,,RPQOMLSLPHPFFIE47DC
大寮區,房地(土地+建物),高雄市大寮區萬丹路31~60號,1556.5,農,,,1090723,土地1建物1車位0,見其他登記事項,1,工廠,見其他登記事項,見其他登記事項,0850813,66.88,0,0,0,無,無,無,90000,,,0.0,0,租賃部分土地1556.5平方公尺,RPUNMLTLPHPFFLE08CC
楠梓區,建物,高雄市楠梓區旗楠路871~900號,0.0,商,,,1090727,土地0建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831014,106.68,3,2,2,有,有,有,11000,103,,0.0,0,高雄市政府包租代管計畫,RPUNMLTLPHPFFEE37CC
左營區,建物,高雄市左營區立文路91~120號,0.0,商,,,1090715,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,84.06,2,1,1,有,有,有,17220,205,,0.0,0,,RPVNMLTLPHPFFEE47CC
楠梓區,建物,高雄市楠梓區樂群路191巷1~30號,0.0,商,,,1090727,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680606,83.09,3,2,1,有,無,有,9800,118,,0.0,0,高雄市政府包租代管計畫,RPWNMLTLPHPFFEE57CC
左營區,建物,高雄市左營區重仁路50巷1~30號,0.0,商,,,1090725,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920212,110.04,3,2,2,有,有,有,18500,168,,0.0,0,,RPXNMLTLPHPFFEE67CC
楠梓區,建物,高雄市楠梓區樂群路91巷1弄1~30號,0.0,住,,,1090727,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701217,57.37,1,2,1,有,無,有,8000,139,,0.0,0,高雄市政府包租代管計畫,RPOOMLTLPHPFFEE86CC
楠梓區,建物,高雄市楠梓區益群路9巷1~30號,0.0,住,,,1090727,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680524,80.76,3,2,2,有,無,有,8300,103,,0.0,0,高雄市政府包租代管計畫,RPROMLTLPHPFFEE17CC
楠梓區,建物,高雄市楠梓區德孝街1~30號,0.0,住,,,1090727,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790105,122.37,3,2,2,有,有,有,11000,90,,0.0,0,高雄市政府包租代管計畫,RPOPMLTLPHPFFEE96CC
左營區,土地,福山段271~300地號,212.62,商,,,1090729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,353,,0.0,0,含增建或未登記建物。;,RPXPMLTLPHPFFEE87CC
左營區,房地(土地+建物)+車位,高雄市左營區文學路301~330號,16.76,住,,,1090728,土地1建物2車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840927,144.42,3,2,2,有,有,無,16000,111,坡道機械,0.0,0,,RPXQMLTLPHPFFEE97CC
仁武區,土地,仁新段961~990地號,2148.8,農,,,1090716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,70,,0.0,0,租賃部分土地2148.8平方公尺，含增建或未登記建物。,RPPOMLTLPHPFFIE37CC
仁武區,房地(土地+建物),高雄市仁武區仁孝路403巷1~30號,3876.54,商,,,1090717,土地1建物1車位0,見其他登記事項,1,工廠,商業用,見其他登記事項,0931214,53.4,0,0,0,無,無,無,38000,,,0.0,0,,RPQOMLTLPHPFFIE47CC
仁武區,房地(土地+建物),高雄市仁武區霞海路336巷1~30號,85.1,住,,,1090726,土地2建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1061030,224.23000000000002,4,2,5,有,無,有,27000,120,,0.0,0,,RPVOMLTLPHPFFIE97CC
永安區,土地,復興段391~420地號,132.24,,一般農業區,農牧用地,1090713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13000,98,,0.0,0,含增建或未登記建物。;承租地坪約40坪，承租未保存登記建物約30坪,RPRNMLTLPHPFFFE17CC
橋頭區,土地,建樹段751~780地號,43.0,商,,,1090710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,279,,0.0,0,含增建或未登記建物。;承租地坪約13坪，承租未保存登記建物約13坪,RPTNMLTLPHPFFFE37CC
燕巢區,建物,高雄市燕巢區橫山路91~120號,0.0,,特定農業區,甲種建築用地,1090728,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070820,29.62,1,0,1,有,無,有,5800,196,,0.0,0,面馬路採光好,RPUNMLTLPHPFFFE47CC
岡山區,房地(土地+建物),高雄市岡山區大德三路1~30號,12.97,住,,,1090728,土地1建物1車位0,見其他登記事項,14,店面(店鋪),住商用,鋼筋混凝土造,0820717,103.97,2,1,2,有,有,有,13500,130,,0.0,0,,RPOOMLTLPHPFFFE96CC
三民區,房地(土地+建物),高雄市三民區天宮街33巷1~30號,4.82,住,,,1090701,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680313,53.8,2,1,1,有,無,有,10000,186,,0.0,0,,RPXNMLTLPHPFFDE57CC
三民區,建物,高雄市三民區鼎山街361~390號,0.0,住,,,1090727,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0930223,21.57,1,0,1,有,無,有,5350,248,,0.0,0,本案為共隔8間分租套房，本次僅出租此間為21.57平方公尺,RPROMLTLPHPFFDE07CC
三民區,建物,高雄市三民區北平二街5巷1~30號,0.0,商,,,1090728,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690119,69.27,3,2,1,有,無,有,10000,144,,0.0,0,高雄市政府包租代管計畫,RPXOMLTLPHPFFDE67CC
苓雅區,房地(土地+建物),高雄市苓雅區中山二路331~360號,0.0,商,,,1090728,土地0建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,0630219,136.39,1,2,2,有,無,無,30000,220,,0.0,0,本租賃承租B1-2F,7/28-8/17為租賃裝修期,期間不計租金,RPRNMLTLPHPFFBE76CC
苓雅區,建物,高雄市苓雅區建華街259巷31~60號,0.0,住,,,1090708,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0740105,105.99,3,2,2,有,無,有,10000,94,,0.0,0,,RPOOMLTLPHPFFBE56CC
苓雅區,房地(土地+建物),高雄市苓雅區光明街61~90號,6.79,商,,,1090723,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960508,80.78,1,2,1,有,有,有,20000,248,,0.0,0,,RPROMLTLPHPFFBE86CC
苓雅區,建物,高雄市苓雅區樂仁路125巷6弄1~30號,0.0,住,,,1090713,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0631126,92.79,3,2,2,有,無,有,15000,162,,0.0,0,含增建或未登記建物。;,RPQPMLTLPHPFFBE86CC
苓雅區,建物,高雄市苓雅區廣東一街69巷31~60號,0.0,住,,,1090713,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0671005,77.44,3,2,1,有,無,有,12000,155,,0.0,0,,RPVPMLTLPHPFFBE37CC
鼓山區,房地(土地+建物),高雄市鼓山區美術東五路1~30號,79.88,商,,,1090720,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0941005,329.31,6,2,4,有,無,無,50000,152,,0.0,0,,RPRNMLTLPHPFFAE66CC
鼓山區,建物,高雄市鼓山區龍德路391~420號,0.0,商,,,1090704,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940804,116.38,3,2,2,有,有,有,19000,163,,0.0,0,租金含管理費。,RPSNMLTLPHPFFAE76CC
前金區,房地(土地+建物),高雄市前金區福音街1~30號,11.67,住,,,1090722,土地2建物1車位0,八層,8,華廈(10層含以下有電梯),,鋼筋混凝土造,0660129,58.91,3,2,3,有,無,有,18000,306,,0.0,0,,RPQOMLTLPHPFFAE66CC
鼓山區,建物,高雄市鼓山區鼓山一路161巷50弄1~30號,0.0,住,,,1090728,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720321,81.12,3,1,1,有,無,有,7000,86,,0.0,0,,RPTOMLTLPHPFFAE96CC
前鎮區,房地(土地+建物),高雄市前鎮區前鎮區景德路1~30號,10.78,住,,,1090729,土地1建物1車位0,二層,9,華廈(10層含以下有電梯),見其它登記事項,鋼筋混凝土造,1060216,47.93,2,1,1,有,有,有,19000,396,,0.0,0,續租。;,RPSNMLTLPHPFFCE96CC
小港區,建物,高雄市小港區安和街91~120號,0.0,住,,,1090712,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0800401,213.56,4,2,2,有,無,有,27000,126,,0.0,0,,RPVNMLTLPHPFFCE27CC
小港區,房地(土地+建物)+車位,高雄市小港區廈莊一街91~120號,13.08,商,,,1090724,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1090415,114.67,3,2,2,有,有,無,20000,174,坡道平面,27.73,0,,RPVOMLTLPHPFFCE37CC
前鎮區,房地(土地+建物),高雄市前鎮區修文街121~150號,56.0,住,,,1090729,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0650506,117.63,0,0,0,無,無,無,18000,153,,0.0,0,,RPWNMLKMPHPFFCE56CC
前鎮區,房地(土地+建物),高雄市前鎮區中華五路1441~1470號,10.61,商,,,1090705,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940330,111.46000000000001,3,2,1,有,有,有,19500,175,,0.0,0,,RPXNMLKMPHPFFCE66CC
前鎮區,房地(土地+建物),高雄市前鎮區德昌街4巷1~30號,50.25,住,,,1090709,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0650921,71.88,3,2,1,有,無,有,10000,139,,0.0,0,,RPOOMLKMPHPFFCE48CC
前鎮區,車位,高雄市前鎮區新光路1~30號,0.0,,,,1090721,土地0建物0車位1,,39,其他,住家用,見其它登記事項,0880209,34.75,0,0,0,有,有,無,2500,,坡道平面,34.75,2500,,RPPOMLKMPHPFFCE58CC
小港區,房地(土地+建物)+車位,高雄市小港區山明路211~240號,15.85,住,,,1090727,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021004,131.6,3,2,2,有,有,有,25000,190,坡道機械,8.51,0,含管理費、稅金或水電等費用。;,RPTOMLKMPHPFFCE98CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠三路601~630號,12.4,住,,,1090730,土地1建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940322,95.16,2,2,1,有,有,有,19000,200,升降機械,9.99,0,,RPVNMLKMPHPFFAE88CC
鼓山區,建物,高雄市鼓山區昌盛路331~360號,0.0,商,,,1090720,土地0建物1車位0,六層,13,辦公商業大樓,商業用,鋼筋混凝土造,0790122,204.79,0,0,0,無,無,無,26000,127,,0.0,0,,RPSOMLKMPHPFFAE68CC
前金區,房地(土地+建物),高雄市前金區青年二路61~90號,127.0,商,,,1090730,土地1建物1車位0,全,2,透天厝,商業用,見其它登記事項,0990201,195.73,0,0,0,無,無,無,70000,358,,0.0,0,,RPTOMLKMPHPFFAE78CC
鼓山區,建物,高雄市鼓山區華榮路181~210號,0.0,商,,,1090728,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850313,66.58,2,1,1,有,有,有,12000,180,,0.0,0,,RPUOMLKMPHPFFAE88CC
苓雅區,房地(土地+建物),高雄市苓雅區建國一路181~210號,44.03,商,,,1090729,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,0570417,96.44,3,2,2,有,無,無,33000,342,,0.0,0,,RPQNMLKMPHPFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區仁德街1~30號,7.47,商,,,1090724,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,78.02,2,2,1,有,有,有,17000,218,,0.0,0,,RPRNMLKMPHPFFBE58CC
苓雅區,房地(土地+建物),高雄市苓雅區光華一路121~150號,58.89,商,,,1090714,土地1建物1車位0,見其他登記事項,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0760106,281.58,0,0,0,無,有,無,50000,178,,0.0,0,109.07.20~109.09.14裝潢期免租金,RPVNMLKMPHPFFBE98CC
苓雅區,建物,高雄市苓雅區林泉街31~60號,0.0,住,,,1090727,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0751023,255.05,3,1,2,有,有,無,50000,196,,0.0,0,109.07.07~109.08.30整理期免租金,RPXNMLKMPHPFFBE56CC
三民區,房地(土地+建物),高雄市三民區愛國路151~180號,10.83,商,,,1090723,土地1建物1車位0,三層,19,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1080801,107.91,3,1,2,有,無,有,17000,158,,0.0,0,含管理費、稅金或水電等費用。;,RPVPMLKMPHPFFDE76CC
燕巢區,土地,北角宿段691~720地號,1703.0,,工業區,農牧用地,1090713,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,130000,76,,0.0,0,含增建或未登記建物。;承租地坪約515坪，承租未保存登記建物約515坪,RPXOMLKMPHPFFFE07CC
大社區,建物,高雄市大社區中華路89巷31~60號,0.0,住,,,1090729,土地0建物0車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1070606,33.12,1,0,1,有,無,有,5500,166,,0.0,0,本案為共隔19間分租套房，本次僅出租此間為33.12平方公尺,RPXNMLKMPHPFFIE27CC
楠梓區,房地(土地+建物),高雄市楠梓區大學東路61~90號,84.68,住,,,1090727,土地1建物1車位0,全,4,透天厝,住商用,見其它登記事項,0930705,171.71,5,2,4,有,無,有,31000,181,,0.0,0,透天1到4樓出租,RPSOMLKMPHPFFEE09CC
左營區,房地(土地+建物)+車位,高雄市左營區文天路121~150號,12.13,商,,,1090702,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,168.2,3,2,2,有,有,有,23000,137,坡道平面,20.67,0,續租。;,RPQQMLKMPHPFFEE09CC
路竹區,土地,大仁段1~30地號,496.0,農,,,1090723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,60,,0.0,0,含增建或未登記建物。;承租地坪約150坪，承租未保存登記建物約100坪。租賃期間：1年0個月1天,RPTNMLKMPHPFFJE96CC
楠梓區,建物,高雄市楠梓區後昌路1081~1110號,0.0,住,,,1090727,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700312,52.08,2,1,1,有,無,有,5500,106,,0.0,0,高雄市政府包租代管計畫,RPSPMLLMPHPFFEE66CC
左營區,房地(土地+建物)+車位,高雄市左營區至真路301~330號,13.67,住,,,1090708,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071015,102.64,2,1,2,有,有,有,26000,253,坡道平面,27.31,0,,RPTPMLLMPHPFFEE76CC
左營區,房地(土地+建物)+車位,高雄市左營區文直路31~60號,12.85,住,,,1090708,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071015,96.39,2,2,1,有,有,有,22000,228,坡道平面,27.31,0,,RPVPMLLMPHPFFEE96CC
楠梓區,建物,高雄市楠梓區玉田街1~30號,0.0,商,,,1090729,土地0建物1車位0,十七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811222,142.13,3,2,2,有,有,有,13000,91,,0.0,0,,RPXPMLLMPHPFFEE17CC
左營區,建物,高雄市左營區南屏路241~270號,0.0,住,,,1090713,土地0建物1車位0,見其它登記事項,15,店面(店鋪),住商用,見其它登記事項,1030711,164.17000000000002,0,2,2,有,有,無,75000,457,,0.0,0,含增建或未登記建物。;租金含管理費。111/8/16起租金調整為80000元。,RPOQMLLMPHPFFEE98CC
仁武區,建物,高雄市仁武區新庄路61~90號,68.49,住,,,1090705,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0931224,169.61,4,2,3,有,無,有,19000,112,,0.0,0,,RPPOMLLMPHPFFIE66CC
岡山區,建物,高雄市岡山區岡山路89巷1~30號,36.62,住,,,1090702,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,179.70999999999998,3,2,2,有,無,有,13000,72,,0.0,0,,RPVNMLLMPHPFFFE86CC
三民區,房地(土地+建物),高雄市三民區建工路631~660號,240.52,商,,,1090720,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0680511,159.31,3,2,1,有,無,有,15000,94,,0.0,0,,RPPOMLLMPHPFFDE78CC
三民區,房地(土地+建物),高雄市三民區覺民路285巷31~60號,10.23,住,,,1090706,土地2建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040813,79.74,2,2,1,有,有,有,15000,188,,0.0,0,續租。;,RPQOMLLMPHPFFDE88CC
三民區,房地(土地+建物),高雄市三民區鼎華路211~240號,9.99,商,,,1090707,土地1建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951207,113.97,4,1,2,有,有,有,18000,158,,0.0,0,,RPROMLLMPHPFFDE98CC
三民區,房地(土地+建物),高雄市三民區遼北街181~210號,10.89,住,,,1090708,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090207,87.66,2,2,1,有,有,有,16000,183,,0.0,0,,RPSOMLLMPHPFFDE09CC
三民區,建物,高雄市三民區褒揚街31~60號,0.0,商,,,1090728,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850301,88.89,2,1,1,有,有,有,13500,152,,0.0,0,高雄市政府包租代管計畫,RPOPMLLMPHPFFDE78CC
新興區,房地(土地+建物),高雄市新興區五福二路151~180號,82.0,商,,,1090730,土地1建物1車位0,全,3,透天厝,,加強磚造,0550912,190.33,0,0,0,無,無,無,38000,200,,0.0,0,,RPQNMLLMPHPFFBE58CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1090728,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1700,,坡道平面,12.65,1700,,RPTNMLLMPHPFFBE88CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1090727,土地0建物1車位0,三十層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,242.27,5,2,4,有,有,有,22500,93,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;,RPUNMLLMPHPFFBE98CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1090725,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,無,無,1800,,坡道平面,13.32,1800,,RPVNMLLMPHPFFBE09CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1090725,土地0建物1車位0,三十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,198.26999999999998,4,2,3,有,有,有,19000,96,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;,RPWNMLLMPHPFFBE56CC
苓雅區,房地(土地+建物),高雄市苓雅區七賢一路31~60號,3.97,商,,,1090716,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,57.67,2,1,1,有,無,有,9700,168,,0.0,0,,RPXNMLLMPHPFFBE66CC
新興區,房地(土地+建物),高雄市新興區文化路91~120號,24.72,商,,,1090728,土地1建物4車位0,見其他登記事項,7,店面(店鋪),,鋼筋混凝土造,0691212,147.94,0,2,1,有,無,無,80000,541,,0.0,0,,RPOOMLLMPHPFFBE48CC
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路1~30號,15.43,商,,,1090706,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,154.39,3,2,2,有,有,有,27000,175,,0.0,0,,RPXNMLLMPHPFFAE56CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區九如四路1181巷1~30號,21.92,住,,,1090710,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071115,194.29,3,1,2,有,有,有,32000,165,坡道平面,33.15,0,,RPXOMLLMPHPFFAE66CC
鼓山區,建物,高雄市鼓山區安海街32巷31~60號,0.0,住,,,1090731,土地0建物0車位0,全,2,透天厝,,加強磚造,0640620,23.86,1,0,1,有,無,有,4000,168,,0.0,0,,RPOPMLLMPHPFFAE48CC
