"addr","lat","long"
"桃園市大園區竹圍段三塊石小段1381號","25.06384279","121.19558068"
"桃園市大園區沙崙段沙崙小段2101號","25.06384279","121.19558068"
"桃園市八德區龍友段1號","24.92893097","121.28463376"
"桃園市八德區廣豐路121號","24.967393","121.298492"
"桃園市八德區仁德二路1號","24.935564","121.286651"
"桃園市龜山區文東五街57巷1號","25.050324","121.362218"
"桃園市龜山區文德二路91號","25.056709","121.380866"
"桃園市平鎮區自強街88巷1號","24.904229","121.214601"
"桃園市平鎮區環南路391號","24.948156","121.206806"
"桃園市平鎮區廣北段91號","24.94570169","121.21823451"
"桃園市大園區埔心段埔心小段1561號","25.06384279","121.19558068"
"桃園市大園區圳股頭段圳股頭小段271號","25.06384279","121.19558068"
"桃園市大園區沙崙段沙崙小段1201號","25.06384279","121.19558068"
"桃園市平鎮區中正三路121號","24.928565","121.254226"
"桃園市八德區天祥街1號","24.976588","121.302144"
"桃園市八德區廣豐路61號","24.966532","121.296669"
"桃園市大園區竹圍段三塊石小段121號","25.06384279","121.19558068"
"桃園市大園區竹圍段三塊石小段181號","25.06384279","121.19558068"
"桃園市蘆竹區大興路331號","25.015607","121.258857"
"桃園市大園區埔心段埔心小段1471號","25.06384279","121.19558068"
"桃園市蘆竹區坑子口段後壁厝小段421號","25.04693352","121.29508445"
"桃園市大園區聖德北路1076巷1號","25.027271","121.194837"
"桃園市大園區竹圍段崁下小段91號","25.06384279","121.19558068"
"桃園市大園區大牛稠段倒厝子小段781號","25.06384279","121.19558068"
"桃園市大園區橫山段湳子小段181號","25.06384279","121.19558068"
"桃園市大園區南港段1號","25.06384279","121.19558068"
"桃園市大園區埔心段埔心小段1621號","25.06384279","121.19558068"
"桃園市大園區竹圍段三塊石小段91號","25.06384279","121.19558068"
"桃園市大園區竹圍段三塊石小段91號","25.06384279","121.19558068"
"桃園市大園區竹圍段三塊石小段91號","25.06384279","121.19558068"
"桃園市大園區大牛稠段倒厝子小段811號","25.06384279","121.19558068"
"桃園市大園區大牛稠段倒厝子小段1231號","25.06384279","121.19558068"
"桃園市大園區沙崙段沙崙小段31號","25.06384279","121.19558068"
