,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,address,longitude,latitude,floor
0,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,addr,lat,long,floor
620,桃園區,房地(土地+建物)+車位,龍泉二街31~60號,13.59,其他,,,1090708,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,154.73000000000002,3,2,2,有,有,8450000,54611,坡道平面,0.0,0,,RPROMLRKQHPFFAH76DA,77.58,0.0,9.39,有,桃園市桃園區龍泉二街31號,24.980495,121.270292,19
621,桃園區,房地(土地+建物),大興西路二段1~30號,20.85,其他,,,1090809,土地1建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830713,155.57999999999998,3,2,2,有,有,11000000,70703,,0.0,0,,RPTSMLSKQHPFFAH47DA,121.19,1.41,11.53,有,桃園市桃園區大興西路二段1號,25.012014,121.299958,18
622,桃園區,房地(土地+建物),昆明路1~30號,25.21,其他,,,1090716,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781020,93.44,3,2,2,有,有,4250000,45484,,0.0,0,,RPVOMLTKQHPFFAH37DA,78.52,0.0,5.72,無,桃園市桃園區昆明路1號,24.983849,121.318318,5
623,桃園區,房地(土地+建物)+車位,大業路一段301~330號,15.06,其他,,,1090705,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950910,150.57,3,2,2,有,有,9800000,65082,坡道平面,0.0,0,陽台外推;,RPPNMLKLQHPFFAH48DA,78.01,2.21,8.85,有,桃園市桃園區大業路一段301號,25.009617,121.314032,14
624,桃園區,房地(土地+建物)+車位,民有東路1巷1~30號,28.58,其他,,,1090713,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060801,135.87,2,2,1,有,有,8880000,74628,坡道平面,39.66,1700000,,RPTUMLTKQHPFFAH77DA,53.83,4.22,7.32,有,桃園市桃園區民有東路1巷1號,25.015071,121.319341,12
625,桃園區,房地(土地+建物),春日路1141~1170號,5.62,其他,,,1090806,土地3建物1車位0,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840808,44.83,1,1,1,有,有,2300000,51305,,0.0,0,,RPQUMLTKQHPFFAH47DA,31.27,0.0,0.0,有,桃園市桃園區春日路1141號,25.01403,121.309052,20
626,桃園區,房地(土地+建物)+車位,春日路1621~1650號,16.21,其他,,,1090627,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,93.6,3,2,1,有,有,6680000,71368,坡道機械,0.0,0,,RPUOMLNKQHPFFAH66DA,43.25,3.16,4.83,有,桃園市桃園區春日路1621號,25.025372,121.306087,10
627,桃園區,房地(土地+建物),春日路1591~1620號,18.12,其他,,,1090627,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,88.56,2,1,1,有,有,6800000,76784,,0.0,0,,RPXOMLMKQHPFFAH86DA,48.17,5.26,5.11,有,桃園市桃園區春日路1591號,25.02445917,121.30638383,10
628,桃園區,房地(土地+建物)+車位,水岸二街61~90號,25.11,其他,,,1090625,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090227,179.05,0,0,0,無,有,24600000,147661,坡道平面,25.32,1900000,,RPUTMLMKQHPFFAH07DA,86.22,0.0,16.97,有,桃園市桃園區水岸二街61號,25.02746,121.300881,13
629,桃園區,房地(土地+建物)+車位,幸福路151~180號,17.99,其他,,,1090726,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,129.28,2,2,1,有,有,9930000,78684,坡道平面,25.32,1750000,,RPWTMLMKQHPFFAH27DA,62.54,2.56,4.73,有,桃園市桃園區幸福路151號,25.029442,121.304613,13
630,桃園區,房地(土地+建物)+車位,幸福路181~210號,25.94,其他,,,1090727,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,174.07,3,2,2,有,有,15180000,89950,坡道平面,25.32,1800000,,RPQUMLMKQHPFFAH76DA,84.38,3.41,12.11,有,桃園市桃園區幸福路181號,25.02763842,121.29907963,13
631,桃園區,房地(土地+建物)+車位,幸福路181~210號,25.94,其他,,,1090721,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,174.07,3,2,2,有,有,15630000,91966,坡道平面,25.32,1950000,,RPSUMLMKQHPFFAH96DA,84.38,3.41,12.11,有,桃園市桃園區幸福路181號,25.02763842,121.29907963,13
632,桃園區,房地(土地+建物)+車位,春日路1591~1620號,18.48,其他,,,1090625,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,104.64,3,2,1,有,有,7490000,71579,坡道機械,0.0,0,,RPROMLNKQHPFFAH98DA,48.17,5.26,5.11,有,桃園市桃園區春日路1591號,25.02445917,121.30638383,10
633,桃園區,房地(土地+建物)+車位,春日路1591~1620號,16.92,其他,,,1090625,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,96.94,3,2,1,有,有,6910000,71281,坡道機械,0.0,0,,RPXOMLNKQHPFFAH96DA,45.32,3.56,4.57,有,桃園市桃園區春日路1591號,25.02445917,121.30638383,10
634,桃園區,房地(土地+建物)+車位,藝文一街61~90號,22.19,其他,,,1090615,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090106,258.61,3,2,3,有,有,30800000,125319,坡道平面,27.2,1800000,,RPQQMLOKQHPFFAH56DA,129.49,0.0,23.61,有,桃園市桃園區藝文一街61號,25.014776,121.300609,26
635,桃園區,房地(土地+建物)+車位,春日路1621~1650號,16.21,其他,,,1090713,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,93.6,3,2,1,有,無,7410000,80108,坡道機械,16.08,1200000,,RPPRMLKMPHPFFAH88DA,43.25,3.16,4.83,有,桃園市桃園區春日路1621號,25.025372,121.306087,10
636,桃園區,房地(土地+建物)+車位,春日路1591~1620號,18.76,其他,,,1090729,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071123,114.2,3,2,1,有,無,8430000,78607,坡道平面,26.04,1500000,,RPVRMLKMPHPFFAH86DA,48.17,4.99,5.11,有,桃園市桃園區春日路1591號,25.02445917,121.30638383,10
637,桃園區,房地(土地+建物),新埔七街121~150號,105.0,其他,,,1090709,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0770727,171.53,3,3,3,有,無,26000000,151577,,0.0,0,,RPUQMLPJQHPFFAH96DA,153.25,9.98,8.3,無,桃園市桃園區新埔七街121號,25.020826,121.300805,2
638,桃園區,房地(土地+建物)+車位,慈文路691~720號,21.65,其他,,,1080716,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090513,167.64,3,2,2,有,有,14020000,90703,坡道平面,30.71,1600000,預售屋、或土地及建物分次登記案件;,RPPOMLLMPHPFFAH68DA,82.52,0.0,9.19,有,桃園市桃園區慈文路691號,25.012629,121.309679,13
639,桃園區,房地(土地+建物)+車位,大有路211~240號,13.87,其他,,,1090810,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830602,147.89,3,2,2,有,有,7000000,47332,坡道平面,0.0,0,,RPTRMLTKQHPFFAH47DA,114.84,0.0,9.12,有,桃園市桃園區大有路211號,25.009306,121.319551,16
640,桃園區,房地(土地+建物),敬三街191巷1~30號,22.47,其他,,,1090625,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880126,132.57,4,2,2,有,有,8500000,64117,,0.0,0,,RPUOMLTKQHPFFAH27DA,89.66,0.0,9.16,有,桃園市桃園區敬三街191巷1號,25.021796,121.289752,9
641,桃園區,房地(土地+建物)+車位,經國一路91~120號,14.96,其他,,,1090721,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060929,150.39,2,2,1,有,有,10680000,71015,坡道平面,0.0,1900000,,RPUNMLSKQHPFFAH07DA,66.92,2.74,3.21,有,桃園市桃園區經國一路91號,25.028241,121.299443,24
642,桃園區,房地(土地+建物)+車位,吉安街151~180號,20.86,其他,,,1090801,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,138.46,2,1,1,有,有,10400000,88223,坡道平面,40.98,1800000,,RPXNMLLLQHPFFAH76DA,59.55,0.0,5.4,有,桃園市桃園區吉安街151號,25.004015,121.290656,14
643,桃園區,房地(土地+建物)+車位,天祥三街31~60號,20.03,其他,,,1090804,土地1建物1車位2,一層，夾層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0990406,195.76,0,0,0,無,有,21050000,107530,坡道平面,0.0,0,,RPROMLLLQHPFFAH88DA,65.0,0.0,8.13,有,桃園市桃園區天祥三街31號,25.016676,121.305573,9
644,桃園區,房地(土地+建物)+車位,桃鶯路249巷31~60號,46.19,其他,,,1090612,土地1建物1車位2,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881013,305.83000000000004,4,2,3,有,有,16500000,53952,坡道平面,0.0,0,,RPUQMLKLQHPFFAH66DA,149.36,0.0,15.69,有,桃園市桃園區桃鶯路249巷31號,24.984169,121.319425,8
645,桃園區,土地,三民段1~30地號,2115.35,,,,1090512,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,524709800,248049,,0.0,0,,RPSQMLOLQHPFFAH86DA,0.0,0.0,0.0,無,桃園市桃園區三民段1號,24.99387997,121.30190407,
646,桃園區,房地(土地+建物)+車位,慈文路468巷1~30號,21.81,其他,,,1090707,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080916,172.53,3,2,2,有,有,11620000,75275,坡道平面,41.41,1750000,,RPSOMLOLQHPFFAH66DA,76.12,4.36,8.12,有,桃園市桃園區慈文路468巷1號,25.003105,121.296437,12
647,桃園區,房地(土地+建物)+車位,吉安一街181~210號,11.43,其他,,,1090704,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,106.56,1,1,1,有,有,8900000,98096,坡道平面,27.25,1120000,,RPVOMLLLQHPFFAH66DA,46.88,3.51,2.39,有,桃園市桃園區吉安一街181號,25.006499,121.291001,21
648,桃園區,房地(土地+建物),春日路1259巷1~30號,25.5,其他,,,1090716,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730320,88.13,3,2,1,有,無,4300000,48792,,0.0,0,,RPTRMLLLQHPFFAH76DA,76.13,0.0,12.0,無,桃園市桃園區春日路1259巷1號,25.016986,121.308526,5
649,桃園區,房地(土地+建物)+車位,民安路61~90號,42.17,其他,,,1090715,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771222,348.85,5,2,2,有,有,11200000,32106,坡道平面,0.0,0,,RPTSMLLLQHPFFAH86DA,161.25,131.92,9.14,有,桃園市桃園區民安路61號,24.997813,121.300039,12
650,桃園區,房地(土地+建物)+車位,莊二街181~210號,24.3,其他,,,1090804,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970115,157.3,3,2,2,有,有,9660000,61411,坡道平面,0.0,0,,RPVSMLLLQHPFFAH07DA,76.67,2.0,9.32,有,桃園市桃園區莊二街181號,25.025133,121.29709,10
651,桃園區,房地(土地+建物),守法路40巷1~30號,27.25,其他,,,1090811,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681226,64.66,2,1,1,有,無,3350000,51809,,0.0,0,其他增建;,RPPNMLMLQHPFFAH68DA,64.66,0.0,0.0,無,桃園市桃園區守法路40巷1號,24.992608,121.296933,4
652,桃園區,房地(土地+建物)+車位,經國路61~90號,36.56,其他,,,1090806,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,273.89,3,2,2,有,有,34900000,127423,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUPMLOLQHPFFAH96DA,140.43,0.0,16.44,有,桃園市桃園區經國路61號,25.026542,121.301017,29
653,桃園區,房地(土地+建物)+車位,永安路241~270號,14.46,其他,,,1090801,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840710,136.10000000000002,3,2,2,有,有,6000000,44085,坡道平面,0.0,0,,RPOQMLPLQHPFFAH56DA,89.71,1.49,4.23,有,桃園市桃園區永安路241號,24.998555,121.303122,13
654,桃園區,房地(土地+建物)+車位,幸福路271~300號,23.49,其他,,,1070214,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090622,164.64,3,2,2,有,有,16190000,114281,坡道平面,37.41,1650000,工程款減：1390000預售屋、或土地及建物分次登記案件;,RPRQMLRLQHPFFAH07DA,73.24,6.57,5.19,有,桃園市桃園區幸福路271號,25.029442,121.304613,13
655,桃園區,房地(土地+建物)+車位,幸福路271~300號,28.26,其他,,,1070214,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090622,190.88,3,2,2,有,有,17210000,101388,坡道平面,37.41,1650000,預售屋、或土地及建物分次登記案件;,RPSQMLRLQHPFFAH17DA,90.54,6.98,6.48,有,桃園市桃園區幸福路271號,25.029442,121.304613,13
656,中壢區,房地(土地+建物)+車位,高鐵南路二段331~360號,20.21,其他,,,1090112,土地2建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,185.76999999999998,3,1,2,有,有,16800000,104167,坡道平面,40.81,1700000,含傢俱設備費;,RPVTMLRKQHPFFBH77DA,83.22,0.0,11.47,有,桃園市中壢區高鐵南路二段331號,25.006214,121.207634,25
657,中壢區,房地(土地+建物)+車位,高鐵南路二段331~360號,23.58,其他,,,1090528,土地2建物1車位2,十六層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,226.57999999999998,3,1,2,有,有,18990000,108927,坡道平面,81.62,3200000,含傢俱設備費;,RPPUMLRKQHPFFBH27DA,83.22,0.0,11.47,有,桃園市中壢區高鐵南路二段331號,25.006214,121.207634,25
658,中壢區,房地(土地+建物)+車位,高鐵南路二段331~360號,18.53,其他,,,1090531,土地2建物1車位1,十層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,169.91,2,1,2,有,有,14530000,99380,坡道平面,40.81,1700000,含傢俱設備費;,RPTUMLRKQHPFFBH67DA,76.96,0.0,7.43,有,桃園市中壢區高鐵南路二段331號,25.006214,121.207634,25
659,中壢區,房地(土地+建物)+車位,高鐵南路二段331~360號,18.53,其他,,,1090628,土地2建物1車位1,十三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,171.68,2,1,2,有,有,14900000,101628,坡道平面,40.81,1600000,含傢俱設備費;,RPUUMLRKQHPFFBH77DA,76.96,0.0,8.24,有,桃園市中壢區高鐵南路二段331號,25.006214,121.207634,25
660,中壢區,房地(土地+建物)+車位,高鐵南路二段331~360號,18.53,其他,,,1090531,土地2建物1車位1,十五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,171.68,2,1,2,有,有,14800000,100099,坡道平面,40.81,1700000,含傢俱設備費;,RPXUMLRKQHPFFBH08DA,76.96,0.0,8.24,有,桃園市中壢區高鐵南路二段331號,25.006214,121.207634,25
661,中壢區,房地(土地+建物)+車位,領航北路二段61~90號,34.84,其他,,,1090717,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050316,251.8,4,2,2,有,有,17000000,67514,坡道平面,0.0,0,,RPXRMLNKQHPFFBH37DA,115.83,1.37,8.93,有,桃園市中壢區領航北路二段61號,25.008151,121.202004,14
662,觀音區,土地,草福段361~390地號,821.27,其他,,,1090618,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,33786480,41139,,0.0,0,,RPORMLOKQHPFFBH56DA,0.0,0.0,0.0,無,桃園市觀音區草福段361號,25.03653798,121.08201878,
663,中壢區,房地(土地+建物)+車位,領航南路三段241~270號,13.3,其他,,,1090516,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080823,141.81,3,2,1,有,有,12380000,104522,坡道平面,36.76,1400000,,RPQPMLRJQHPFFBH76DA,64.7,0.0,4.89,有,桃園市中壢區領航南路三段241號,25.011509,121.22077,19
664,中壢區,房地(土地+建物)+車位,青埔四街151~180號,17.39,其他,,,1090619,土地2建物1車位1,九層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081017,103.53,1,1,1,有,有,7800000,81485,坡道平面,28.67,1700000,,RPUOMLOJQHPFFBH76DA,42.99,4.76,3.38,有,桃園市中壢區青埔四街151號,25.007109,121.221291,10
665,中壢區,房地(土地+建物)+車位,青埔四街151~180號,22.7,其他,,,1090420,土地2建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081017,126.99,2,1,1,有,有,9200000,77807,坡道平面,28.67,1550000,,RPORMLOJQHPFFBH09DA,53.01,6.11,7.93,有,桃園市中壢區青埔四街151號,25.007109,121.221291,11
666,中壢區,房地(土地+建物),山錦路91~120號,1091.0,,特定農業區,農牧用地,1090714,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1050215,320.32,4,2,6,有,無,33000000,103022,,0.0,0,,RPVUMLMKQHPFFBH37DA,296.99,0.0,23.33,有,桃園市中壢區山錦路91號,24.995114,121.179757,3
667,中壢區,房地(土地+建物),三和一街1~30號,8.69,其他,,,1090715,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0810124,41.79,1,1,1,有,無,2000000,47858,,0.0,0,,RPXVMLTLPHPFFBH38DA,23.09,0.0,4.4,有,桃園市中壢區三和一街1號,24.954257,121.240793,6
668,中壢區,房地(土地+建物),力行北街1~30號,27.25,其他,,,1090722,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780828,127.72,7,0,7,有,有,7330000,57391,,0.0,0,,RPWPOLTLPHPFFBH87DA,119.19,0.0,0.0,有,桃園市中壢區力行北街1號,24.953371,121.240344,6
669,中壢區,房地(土地+建物),大勇三街1~30號,21.33,其他,,,1090717,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810303,94.88,2,2,1,有,有,3750000,39524,,0.0,0,,RPPQQLRLPHPFFBH27DA,64.39,1.28,9.99,有,桃園市中壢區大勇三街1號,24.952533,121.238319,6
670,觀音區,土地,三座屋段新興小段661~690地號,1252.0,,特定農業區,甲種建築用地,1090528,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25753640,20570,,0.0,0,,RPWOMLRJPHPFFBH17DA,0.0,0.0,0.0,無,桃園市觀音區三座屋段新興小段661號,25.03653798,121.08201878,
671,楊梅區,房地(土地+建物),青山一街65巷15弄31~60號,76.74,其他,,,1090711,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0950117,213.6,4,2,3,有,有,8500000,39794,,0.0,0,含仲介費300000元;,RPQOMLTKQHPFFDH17DA,188.5,6.77,18.33,無,桃園市楊梅區青山一街65巷15弄31號,24.922008,121.177005,5
672,新屋區,土地,富九段1291~1320地號,2945.65,,特定農業區,農牧用地,1090720,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,2716,,0.0,0,,RPQNMLLLQHPFFDH98DA,0.0,0.0,0.0,無,桃園市新屋區富九段1291號,24.97248034,121.10548076,
673,新屋區,土地,石牌嶺段991~1020地號,2822.0,,特定農業區,農牧用地,1090802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8800000,3118,,0.0,0,,RPOOMLNKQHPFFDH98DA,0.0,0.0,0.0,無,桃園市新屋區石牌嶺段991號,24.97248034,121.10548076,
674,楊梅區,房地(土地+建物),梅獅路二段166巷1~30號,17.15,其他,,,1090722,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960104,88.02,2,1,1,有,有,3260000,37037,,0.0,0,陽台外推;,RPROMLNJQHPFFDH56DA,58.97,0.0,6.13,有,桃園市楊梅區梅獅路二段166巷1號,24.906395,121.176661,10
675,楊梅區,房地(土地+建物)+車位,金山街361~390號,24.92,其他,,,1090722,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081104,169.08,3,2,2,有,有,6400000,40403,坡道平面,39.14,1150000,,RPWPMLMKQHPFFDH17DA,81.11,0.0,7.32,有,桃園市楊梅區金山街361號,24.912109,121.161807,15
676,大溪區,土地,中庄段中庄小段391~420地號,196.5,,特定農業區,農牧用地,1090818,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,590000,3003,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQOMLOLQHPFFCH66DA,0.0,0.0,0.0,無,桃園市大溪區中庄段中庄小段391號,24.88063316,121.28702893,
677,大溪區,土地,瑞興段2521~2550地號,26.13,其他,,,1090816,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,237000,9070,,0.0,0,畸零地或有合併使用效益;,RPWNMLOLQHPFFCH17DA,0.0,0.0,0.0,無,桃園市大溪區瑞興段2521號,24.88063316,121.28702893,
678,大溪區,房地(土地+建物),中央路31~60號,102.0,其他,,,1090505,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0641001,117.96,2,2,2,有,無,10900000,92404,,0.0,0,含增建或未登記建物。;其他增建;,RPPNMLLLQHPFFCH78DA,117.96,0.0,0.0,無,桃園市大溪區中央路31號,24.879164,121.287662,2
679,龍潭區,土地,竹龍段301~330地號,198.35,,一般農業區,農牧用地,1090804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,6050,,0.0,0,,RPRNMLOLQHPFFCH66DA,0.0,0.0,0.0,無,桃園市龍潭區竹龍段301號,24.86394012,121.21629828,
680,龍潭區,土地,竹龍段301~330地號,167.97,,一般農業區,農牧用地,1090806,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,4763,,0.0,0,,RPSNMLOLQHPFFCH76DA,0.0,0.0,0.0,無,桃園市龍潭區竹龍段301號,24.86394012,121.21629828,
681,龍潭區,房地(土地+建物)+車位,中豐路461巷106弄61~90號,27.24,,鄉村區,乙種建築用地,1090705,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060817,129.09,2,2,1,有,有,7830000,66754,坡道平面,29.77,1200000,,RPWOMLKKQHPFFCH76DA,58.24,0.0,9.03,有,桃園市龍潭區中豐路461巷106弄61號,24.883774,121.20932,15
682,龍潭區,房地(土地+建物)+車位,中豐路461巷106弄61~90號,30.39,,鄉村區,乙種建築用地,1090710,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060817,141.86,2,2,1,有,有,8630000,66286,坡道平面,29.77,1200000,,RPXOMLKKQHPFFCH86DA,65.91,0.0,9.93,有,桃園市龍潭區中豐路461巷106弄61號,24.883774,121.20932,15
683,龍潭區,房地(土地+建物)+車位,中豐路461巷106弄61~90號,33.01,,鄉村區,乙種建築用地,1090718,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060817,151.84,3,2,2,有,有,9380000,67011,坡道平面,29.77,1200000,,RPVNMLNKQHPFFCH86DA,75.75,0.0,6.89,有,桃園市龍潭區中豐路461巷106弄61號,24.883774,121.20932,15
684,龍潭區,房地(土地+建物)+車位,中豐路461巷106弄61~90號,33.01,,鄉村區,乙種建築用地,1090713,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060817,151.84,3,2,2,有,有,9690000,69550,坡道平面,29.77,1200000,,RPWNMLNKQHPFFCH96DA,75.75,0.0,6.89,有,桃園市龍潭區中豐路461巷106弄61號,24.883774,121.20932,15
685,大溪區,房地(土地+建物),仁和三街31~60號,59.73,其他,,,1090710,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0710214,111.1,4,2,2,有,無,6300000,56706,,0.0,0,頂樓加蓋;,RPWOMLPJQHPFFCH17DA,100.1,5.5,5.5,無,桃園市大溪區仁和三街31號,24.895444,121.276144,2
686,龍潭區,房地(土地+建物),大同路57巷1~30號,86.23,其他,,,1090715,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0950605,251.22,4,3,3,有,無,13000000,51747,,0.0,0,其他增建;,RPQQMLSLPHPFFCH17DA,217.66,11.02,22.54,無,桃園市龍潭區大同路57巷1號,24.858305,121.219604,5
687,龍潭區,房地(土地+建物),永和路31~60號,152.72,其他,,,1090723,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080110,259.81,4,3,5,有,無,13500000,51961,,0.0,0,,RPRPMLOLPHPFFCH76DA,213.35,11.13,35.33,無,桃園市龍潭區永和路31號,24.827174,121.243176,4
688,龍潭區,房地(土地+建物),聖亭路121巷121~150號,107.14,其他,,,1090614,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0880429,226.11,5,3,4,有,無,6800000,30074,,0.0,0,其他增建;,RPTNMLSLPHPFFCH17DA,213.68,0.0,12.43,無,桃園市龍潭區聖亭路121巷121號,24.865169,121.205856,4
689,中壢區,房地(土地+建物),龍明街31~60號,134.0,其他,,,1090718,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0600601,133.69,3,2,1,有,無,11600000,86768,,0.0,0,地政士服務費;,RPRRMLKLQHPFFBH56DA,133.69,0.0,0.0,無,桃園市中壢區龍明街31號,24.948291,121.223716,2
690,中壢區,房地(土地+建物)+車位,中北路二段151~180號,17.61,其他,,,1090727,土地1建物2車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900115,10999.71,3,2,2,有,有,9600000,873,坡道平面,27.88,0,地政士服務費;,RPURMLKLQHPFFBH86DA,77.19,0.0,9.8,有,桃園市中壢區中北路二段151號,24.95223,121.226832,9
