,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,address,longitude,latitude,floor
0,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,addr,lat,long,floor
1,桃園區,房地(土地+建物)+車位,正光二街181~210號,31.83,其他,,,1080313,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090701,203.98,4,2,2,有,有,15500000,81343,坡道平面,31.87,1500000,,RPXPMLLLPHPFFAH86DA,101.41,1.87,12.13,有,桃園市桃園區正光二街181號,24.99980642,121.29165563,15
2,桃園區,房地(土地+建物)+車位,正光二街181~210號,31.83,其他,,,1080116,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090701,203.98,4,2,2,有,有,15600000,80762,坡道平面,31.87,1700000,,RPOQMLLLPHPFFAH68DA,101.41,1.87,12.13,有,桃園市桃園區正光二街181號,24.99980642,121.29165563,15
3,桃園區,房地(土地+建物)+車位,正光二街181~210號,31.83,其他,,,1080116,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090701,203.98,4,2,2,有,有,15700000,81343,坡道平面,31.87,1700000,,RPTQMLLLPHPFFAH56DA,101.41,1.87,12.13,有,桃園市桃園區正光二街181號,24.99980642,121.29165563,15
4,桃園區,房地(土地+建物)+車位,正光二街181巷1~30號,26.16,其他,,,1080308,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090701,172.72,3,2,2,有,有,13230000,82266,坡道平面,31.35,1600000,,RPTTMLLLPHPFFAH86DA,84.86,1.62,8.33,有,桃園市桃園區正光二街181巷1號,24.99944542,121.29167763,13
5,桃園區,房地(土地+建物)+車位,正光二街181巷1~30號,26.17,其他,,,1080110,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090701,173.24,3,2,2,有,有,13180000,81913,坡道平面,31.87,1600000,,RPXUMLLLPHPFFAH37DA,84.86,1.62,8.33,有,桃園市桃園區正光二街181巷1號,24.99944542,121.29167763,13
6,桃園區,房地(土地+建物)+車位,民富十一街1~30號,31.79,其他,,,1090430,土地3建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090527,150.73000000000002,3,2,2,有,有,9010000,63830,坡道平面,34.64,1600000,,RPTTMLTLPHPFFAH67DA,64.38,6.11,7.8,有,桃園市桃園區民富十一街1號,25.011176,121.317788,12
7,桃園區,房地(土地+建物)+車位,民富十一街1~30號,31.66,其他,,,1090430,土地3建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090527,150.01,3,2,2,有,有,9430000,67869,坡道平面,34.64,1600000,,RPOPMLKMPHPFFAH58DA,64.38,6.11,7.39,有,桃園市桃園區民富十一街1號,25.011176,121.317788,12
8,桃園區,房地(土地+建物),正光路186巷61~90號,110.74,其他,,,1090729,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1051110,334.91,4,3,5,有,無,35000000,104506,,0.0,0,,RPXNMLLMPHPFFAH76DA,291.35,14.51,29.05,有,桃園市桃園區正光路186巷61號,24.99723542,121.29624163,5
9,桃園區,房地(土地+建物)+車位,大興路511~540號,112.17,其他,,,1090617,土地1建物1車位2,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0981220,373.21,4,3,4,有,有,18500000,49570,坡道平面,0.0,0,,RPSTMLOJQHPFFAH96DA,307.78,1.64,43.71,有,桃園市桃園區大興路511號,25.016283,121.315539,4
10,桃園區,房地(土地+建物)+車位,藝文一街61~90號,21.57,其他,,,1090616,土地1建物1車位2,四層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090106,278.89,0,0,0,無,有,32300000,122500,坡道平面,54.4,4800000,,RPTOMLRJQHPFFAH86DA,128.75,0.0,19.75,有,桃園市桃園區藝文一街61號,25.014776,121.300609,26
11,桃園區,土地,小檜溪段271~300地號,91.74,其他,,,1090807,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10992744,119825,,0.0,0,,RPTPMLRJQHPFFAH96DA,0.0,0.0,0.0,無,桃園市桃園區小檜溪段271號,24.99387997,121.30190407,
12,桃園區,房地(土地+建物)+車位,龍鳳三街65巷1~30號,19.48,其他,,,1090711,土地2建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880402,142.77,3,2,2,有,有,6400000,44827,坡道平面,35.02,0,,RPTNMLMKQHPFFAH98DA,77.01,0.0,10.11,有,桃園市桃園區龍鳳三街65巷1號,24.986182,121.280048,13
13,桃園區,房地(土地+建物),中埔六街151~180號,18.98,其他,,,1090718,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930723,105.46000000000001,3,2,2,有,有,9010000,85435,,0.0,0,,RPQSMLKKQHPFFAH98DA,74.54,0.0,6.94,有,桃園市桃園區中埔六街151號,25.01798,121.29414,12
14,桃園區,房地(土地+建物)+車位,國際路二段121~150號,15.05,其他,,,1090711,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841212,163.14,4,2,2,有,有,7300000,44747,坡道平面,0.0,0,陽台外推;,RPPSMLNKQHPFFAH56DA,98.27,0.0,12.33,有,桃園市桃園區國際路二段121號,24.993101,121.287963,17
15,桃園區,房地(土地+建物)+車位,藝文一街31~60號,21.57,其他,,,1090623,土地1建物1車位1,七層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090106,249.57,0,0,0,無,有,28590000,118676,坡道平面,27.2,2200000,,RPPQMLOKQHPFFAH09DA,128.75,0.0,19.75,有,桃園市桃園區藝文一街31號,25.014776,121.300609,27
16,桃園區,房地(土地+建物),文中一路301~330號,103.93,其他,,,1090809,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080321,325.21,0,0,5,有,無,35580000,109406,,0.0,0,,RPVNMLSKQHPFFAH17DA,276.39,25.16,23.66,有,桃園市桃園區文中一路301號,25.004065,121.292592,4
17,桃園區,房地(土地+建物)+車位,天祥六街1~30號,12.07,其他,,,1090708,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0901129,184.29,2,2,2,有,有,11600000,62944,坡道平面,0.0,0,,RPPNMLTKQHPFFAH66DA,94.1,0.0,12.5,有,桃園市桃園區天祥六街1號,25.022938,121.302555,19
18,桃園區,房地(土地+建物),大興西路二段181~210號,7.16,其他,,,1090714,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921114,68.80000000000001,2,1,1,有,有,5350000,77762,,0.0,0,,RPVNMLTKQHPFFAH27DA,40.15,0.86,8.51,有,桃園市桃園區大興西路二段181號,25.009543,121.295848,14
19,桃園區,房地(土地+建物)+車位,經國路198巷1~30號,22.51,其他,,,1090701,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001,125.82,3,2,1,有,有,9250000,73518,坡道平面,35.58,0,,RPXNMLTKQHPFFAH47DA,56.31,0.0,5.01,有,桃園市桃園區經國路198巷1號,25.01761742,121.30573363,15
20,桃園區,房地(土地+建物)+車位,慈德街91~120號,14.53,其他,,,1090608,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930720,135.48000000000002,3,2,2,有,有,9200000,67907,坡道平面,0.0,0,,RPPPMLTKQHPFFAH86DA,74.62,2.9,3.85,有,桃園市桃園區慈德街91號,25.007795,121.299853,13
21,桃園區,房地(土地+建物),中華路31~60號,11.42,其他,,,1090711,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,99.22,2,1,1,有,有,11200000,112880,,0.0,0,,RPXQMLTKQHPFFAH77DA,59.51,1.72,7.67,有,桃園市桃園區中華路31號,24.990925,121.311169,24
22,桃園區,房地(土地+建物)+車位,中華路31~60號,11.96,其他,,,1090719,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,132.46,2,1,1,有,有,13100000,116209,坡道平面,33.5,1600000,,RPORMLTKQHPFFAH96DA,59.51,1.72,7.67,有,桃園市桃園區中華路31號,24.990925,121.311169,24
23,桃園區,房地(土地+建物),守法路31~60號,31.5,其他,,,1090703,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681226,95.55,3,2,1,有,無,5150000,53898,,0.0,0,,RPSRMLTKQHPFFAH37DA,95.55,0.0,0.0,無,桃園市桃園區守法路31號,24.992505,121.296533,4
24,中壢區,土地,中壢埔頂段1561~1590地號,131.0,其他,,,1081212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6180000,47176,,0.0,0,,RPTOMLPKPHPFFBH76DA,0.0,0.0,0.0,無,桃園市中壢區中壢埔頂段1561號,24.96563047,121.22513412,
25,中壢區,房地(土地+建物),龍安六街1~30號,23.18,其他,,,1090719,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811204,101.63,3,2,1,有,有,3900000,38374,,0.0,0,,RPVOMLNLPHPFFBH86DA,78.47,0.34,8.96,有,桃園市中壢區龍安六街1號,24.943942,121.244423,6
26,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1090213,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,164.79000000000002,3,2,2,有,有,8120000,51982,坡道平面,33.59,1300000,,RPWQMLKMPHPFFBH96DA,78.08,0.0,11.34,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
27,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1090407,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,165.2,3,2,2,有,有,8100000,51668,坡道平面,33.59,1300000,,RPUTMLLMPHPFFBH17DA,78.96,0.0,10.73,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
28,中壢區,房地(土地+建物)+車位,華美三路331~360號,18.15,其他,,,1081224,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.79,3,2,2,有,有,8460000,53269,坡道平面,31.44,1250000,,RPQUMLLMPHPFFBH86DA,81.22,1.68,9.82,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
29,中壢區,房地(土地+建物)+車位,華美三路331~360號,13.27,其他,,,1080730,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,130.29,2,2,1,有,有,6120000,50879,坡道平面,33.59,1200000,,RPUTMLNJQHPFFBH17DA,60.45,1.5,4.46,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
30,中壢區,房地(土地+建物),華美三路331~360號,12.22,其他,,,1080226,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,93.57,2,2,1,有,有,4660000,49802,,0.0,0,,RPWUMLNJQHPFFBH47DA,58.51,1.5,4.27,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
31,中壢區,房地(土地+建物)+車位,華美三路301~330號,18.15,其他,,,1080924,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,168.95,3,2,2,有,有,8160000,51418,坡道平面,33.59,1200000,,RPXNNLNJQHPFFBH96DA,81.22,1.68,9.82,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
32,中壢區,房地(土地+建物)+車位,華美三路301~330號,21.64,其他,,,1090421,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.32,4,2,2,有,有,9600000,52262,坡道平面,33.59,1200000,,RPPRNLNJQHPFFBH56DA,96.5,1.74,11.81,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
33,中壢區,房地(土地+建物)+車位,華美三路331~360號,21.64,其他,,,1090512,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.44,4,2,2,有,有,9280000,50855,坡道平面,33.59,1100000,,RPWOMLQJQHPFFBH17DA,96.5,1.74,11.93,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
34,中壢區,房地(土地+建物)+車位,華美三路301~330號,12.57,其他,,,1070918,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,125.0,2,2,1,有,有,5480000,47349,坡道平面,31.44,1050000,,RPRPMLQJQHPFFBH76DA,58.51,1.5,4.27,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
35,中壢區,房地(土地+建物)+車位,華美三路301~330號,21.64,其他,,,1080904,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.32,4,2,2,有,有,8890000,47844,坡道平面,33.59,1200000,,RPVPMLQJQHPFFBH17DA,96.5,1.74,11.81,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
36,中壢區,房地(土地+建物)+車位,華美三路301~330號,13.27,其他,,,1080717,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,130.29,2,2,1,有,有,6430000,55119,坡道平面,33.59,1100000,,RPWPMLQJQHPFFBH27DA,60.45,1.5,4.46,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
37,中壢區,房地(土地+建物)+車位,華美三路331~360號,13.27,其他,,,1080122,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,128.14,2,2,1,有,有,5900000,49121,坡道平面,31.44,1150000,,RPXPMLQJQHPFFBH37DA,60.45,1.5,4.46,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
38,中壢區,房地(土地+建物)+車位,華美三路331~360號,17.8,其他,,,1070720,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,7680000,48082,坡道平面,33.59,1300000,,RPOQMLQJQHPFFBH56DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
39,中壢區,房地(土地+建物)+車位,華美三路331~360號,21.64,其他,,,1080730,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.44,4,2,2,有,有,9380000,50233,坡道平面,33.59,1300000,,RPPQMLQJQHPFFBH66DA,96.5,1.74,11.93,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
40,中壢區,房地(土地+建物)+車位,華美三路331~360號,17.8,其他,,,1070918,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,7700000,48986,坡道平面,33.59,1200000,,RPRQMLQJQHPFFBH86DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
41,中壢區,房地(土地+建物)+車位,華美三路331~360號,17.8,其他,,,1070918,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,7700000,48986,坡道平面,33.59,1200000,,RPWQMLQJQHPFFBH37DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
42,中壢區,房地(土地+建物)+車位,華美三路331~360號,13.27,其他,,,1071009,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,130.29,2,2,1,有,有,6120000,51913,坡道平面,33.59,1100000,,RPXQMLQJQHPFFBH47DA,60.45,1.5,4.46,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
43,中壢區,房地(土地+建物),華美三路301~330號,12.22,其他,,,1080529,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,93.57,2,2,1,有,有,4880000,52153,,0.0,0,,RPPRMLQJQHPFFBH76DA,58.51,1.5,4.27,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
44,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1080604,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,164.79000000000002,3,2,2,有,有,7860000,50762,坡道平面,33.59,1200000,,RPSRMLQJQHPFFBH07DA,78.08,0.0,11.34,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
45,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1080827,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,164.79000000000002,3,2,2,有,有,7960000,51524,坡道平面,33.59,1200000,,RPTRMLQJQHPFFBH17DA,78.08,0.0,11.34,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
46,中壢區,房地(土地+建物)+車位,華美三路301~330號,21.64,其他,,,1080611,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.32,4,2,2,有,有,8890000,47844,坡道平面,33.59,1200000,,RPVRMLQJQHPFFBH37DA,96.5,1.74,11.81,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
47,中壢區,房地(土地+建物)+車位,華美三路331~360號,21.64,其他,,,1080928,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,194.44,4,2,2,有,有,9260000,50730,坡道平面,33.59,1100000,,RPXRMLQJQHPFFBH57DA,96.5,1.74,11.93,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
48,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1081112,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,164.79000000000002,3,2,2,有,有,8000000,51067,坡道平面,33.59,1300000,,RPOSMLQJQHPFFBH76DA,78.08,0.0,11.34,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
49,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1090407,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,163.81,3,2,2,有,有,8180000,53602,坡道平面,33.59,1200000,,RPRSMLQJQHPFFBH07DA,78.08,0.0,10.65,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
50,中壢區,房地(土地+建物)+車位,華美三路301~330號,18.15,其他,,,1090106,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,168.95,3,2,2,有,有,8000000,49498,坡道平面,33.59,1300000,,RPSSMLQJQHPFFBH17DA,81.22,1.68,9.82,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
51,中壢區,房地(土地+建物)+車位,華美三路331~360號,12.57,其他,,,1090505,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,127.16,2,2,1,有,有,5770000,49909,坡道平面,33.59,1100000,,RPTSMLQJQHPFFBH27DA,58.51,1.5,4.27,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
52,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1080917,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,164.79000000000002,3,2,2,有,有,8480000,55488,坡道平面,33.59,1200000,,RPUSMLQJQHPFFBH37DA,78.08,0.0,11.34,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
53,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1071030,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,7500000,48233,坡道平面,33.59,1100000,,RPQTMLQJQHPFFBH07DA,79.6,1.71,9.6,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
54,中壢區,房地(土地+建物)+車位,華美三路301~330號,18.85,其他,,,1080625,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,170.57,3,2,2,有,有,7880000,48766,坡道平面,33.59,1200000,,RPVTMLQJQHPFFBH57DA,82.52,0.0,10.82,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
55,中壢區,房地(土地+建物)+車位,華美三路331~360號,17.8,其他,,,1081008,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,8120000,52152,坡道平面,33.59,1200000,,RPQWMLQJQHPFFBH37DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
56,中壢區,土地,三座屋段舊社小段31~60地號,543.54,其他,,,1090708,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,33030000,60768,,0.0,0,,RPSQMLRJQHPFFBH07DA,0.0,0.0,0.0,無,桃園市中壢區三座屋段舊社小段31號,24.96563047,121.22513412,
57,中壢區,房地(土地+建物),華美三路331~360號,17.46,其他,,,1080625,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,132.68,3,2,2,有,有,6630000,49970,,0.0,0,,RPOSMLRJQHPFFBH86DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
58,中壢區,房地(土地+建物)+車位,華美三路301~330號,18.15,其他,,,1081112,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,168.95,3,2,2,有,有,8180000,50827,坡道平面,33.59,1300000,,RPSSMLRJQHPFFBH27DA,81.22,1.68,9.82,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
59,中壢區,房地(土地+建物)+車位,華美三路331~360號,13.27,其他,,,1070925,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,128.14,2,2,1,有,有,5900000,49121,坡道平面,31.44,1150000,,RPQTMLNJQHPFFBH76DA,60.45,1.5,4.46,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
60,中壢區,房地(土地+建物)+車位,華美三路331~360號,17.8,其他,,,1071211,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,166.28,3,2,2,有,有,7450000,47856,坡道平面,33.59,1100000,,RPUSMLRJQHPFFBH47DA,79.6,1.71,9.6,有,桃園市中壢區華美三路331號,24.94653342,121.25895263,15
61,中壢區,房地(土地+建物)+車位,領航南路三段91~120號,38.4,其他,,,1090710,土地1建物1車位2,十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050111,323.52,4,2,3,有,有,32500000,106714,坡道平面,47.08,3000000,,RPTWMLRJQHPFFBH77DA,164.12,4.88,19.12,有,桃園市中壢區領航南路三段91號,25.008631,121.217929,20
62,觀音區,土地,甘泉段451~480地號,164.68,其他,,,1090707,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5878000,35693,,0.0,0,,RPVOMLNKQHPFFBH86DA,0.0,0.0,0.0,無,桃園市觀音區甘泉段451號,25.03653798,121.08201878,
63,中壢區,房地(土地+建物)+車位,華美三路301~330號,17.8,其他,,,1090313,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,163.81,3,2,2,有,有,7820000,50837,坡道平面,33.59,1200000,,RPOQMLOKQHPFFBH09DA,78.08,0.0,10.65,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
64,觀音區,房地(土地+建物),吉祥街81巷31~60號,21.44,,工業區,丁種建築用地,1090310,土地2建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090423,84.64,3,1,2,有,無,4300000,50803,,0.0,0,,RPQUMLRKQHPFFBH37DA,60.97,0.0,7.89,有,桃園市觀音區吉祥街81巷31號,25.048892,121.11968,5
65,觀音區,房地(土地+建物),吉祥街81巷31~60號,21.44,,工業區,丁種建築用地,1090311,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090423,84.64,3,1,2,有,無,4310000,50922,,0.0,0,,RPRUMLRKQHPFFBH47DA,60.97,0.0,7.89,有,桃園市觀音區吉祥街81巷31號,25.048892,121.11968,5
66,中壢區,房地(土地+建物)+車位,華美三路301~330號,12.57,其他,,,1080820,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090707,125.0,2,2,1,有,有,6260000,54617,坡道平面,31.44,1150000,,RPOSMLOKQHPFFBH66DA,58.51,1.5,4.27,有,桃園市中壢區華美三路301號,24.947104,121.259588,15
67,中壢區,土地,忠福段1951~1980地號,281.0,其他,,,1090728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12892000,45879,,0.0,0,,RPQOMLSKQHPFFBH86DA,0.0,0.0,0.0,無,桃園市中壢區忠福段1951號,24.96563047,121.22513412,
68,中壢區,房地(土地+建物)+車位,自強六路61~90號,16.74,其他,,,1090624,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931015,125.38,3,2,2,有,有,4000000,31903,坡道機械,18.37,0,親友、員工、共有人或其他特殊關係間之交易;,RPSPMLSKQHPFFBH17DA,70.68,1.28,6.75,有,桃園市中壢區自強六路61號,24.974491,121.248525,12
69,中壢區,房地(土地+建物),興仁路三段78巷1~30號,64.0,其他,,,1090715,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0621125,53.86,2,1,1,有,無,2400000,44560,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRUMLSKQHPFFBH57DA,53.86,0.0,0.0,無,桃園市中壢區興仁路三段78巷1號,24.954297,121.264019,1
70,觀音區,房地(土地+建物),新生路1381~1410號,36.97,其他,,,1080630,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090422,98.18,2,2,2,有,無,5340000,54390,,0.0,0,,RPWUMLSKQHPFFBH08DA,70.95,0.0,8.19,有,桃園市觀音區新生路1381號,25.047139,121.142482,5
