鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
民雄鄉,房地(土地+建物),嘉義縣民雄鄉大崎村1~30號,1328.54,,鄉村區,丁種建築用地,1090702,土地2建物1車位0,一層,1,工廠,見其他登記事項,見其他登記事項,1081014,294.63,0,0,0,無,無,無,142800,,,0.0,0,,RPWNMLLLPHPFFCQ97EC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉中和村社溝31~60號,1943.0,,特定農業區,丁種建築用地,1090717,土地1建物1車位0,一層,1,工廠,工業用,鐵造,0621115,250.51,0,0,0,無,無,無,55000,,,0.0,0,,RPXNMLLLPHPFFCQ08EC
